,amplicon,mean,mean+2std,mean-2std,min
522,2-21237140-21237348-PGD139_APOB_75,7335.310160427807,10475.258499194302,4195.361821661312,3889
59,1-25880133-25880354-PGD139_LDLRAP1_61,7337.422459893048,9628.840538104478,5046.004381681618,2676
222,1-55516570-55516811-PGD139_PCSK9_70,7351.122994652406,10165.862548566452,4536.383440738361,4438
67,1-25881435-25881683-PGD139_LDLRAP1_69,7363.663101604278,9440.374375614227,5286.95182759433,5007
170,1-55508020-55508263-PGD139_PCSK9_18,7365.1604278074865,9128.727702086184,5601.59315352879,4155
388,19-11217264-11217440-PGD139_LDLR_21,7367.016042780749,10190.862245269309,4543.1698402921875,4665
457,2-21225852-21226101-PGD139_APOB_10,7387.871657754011,9799.180207692436,4976.563107815586,2739
601,2-21252308-21252579-PGD139_APOB_154,7390.508021390375,10239.232983253734,4541.783059527015,2020
569,2-21245857-21246107-PGD139_APOB_122,7409.5668449197865,9592.10316130802,5227.0305285315535,4714
315,10-90983585-90983760-PGD139_LIPA_12,7428.07486631016,10245.720665275556,4610.429067344764,5074
312,10-90982325-90982470-PGD139_LIPA_9,7430.631016042781,11100.009866938413,3761.252165147149,4588
124,1-25890637-25890890-PGD139_LDLRAP1_126,7433.256684491978,10347.537604963178,4518.975764020779,3433
533,2-21239167-21239442-PGD139_APOB_86,7439.582887700535,10684.964511018958,4194.201264382113,1847
728,8-19819477-19819719-PGD139_LPL_23,7444.181818181818,9358.80440553524,5529.559230828397,4742
253,1-55522160-55522316-PGD139_PCSK9_101,7455.556149732621,10766.55571345608,4144.556586009161,4613
469,2-21227931-21228160-PGD139_APOB_22,7465.807486631016,10263.938641256238,4667.676332005795,4334
149,1-25894743-25894977-PGD139_LDLRAP1_151,7478.101604278075,9512.747514501682,5443.455694054468,4703
147,1-25894405-25894650-PGD139_LDLRAP1_149,7491.5668449197865,9389.817584186785,5593.316105652787,4710
486,2-21230961-21231206-PGD139_APOB_39,7492.967914438503,9908.446405327202,5077.489423549803,4732
57,1-25879783-25880054-PGD139_LDLRAP1_59,7500.732620320856,9770.132951472811,5231.3322891689,3246
302,1-55530125-55530399-PGD139_PCSK9_150,7507.213903743315,10841.292066045582,4173.135741441048,960
607,2-21253373-21253623-PGD139_APOB_160,7507.31550802139,9985.583913148252,5029.0471028945285,2802
44,1-25877665-25877874-PGD139_LDLRAP1_46,7520.283422459893,12447.843768846524,2592.7230760732627,3869
511,2-21235221-21235470-PGD139_APOB_64,7527.625668449198,9815.721001623591,5239.530335274805,3988
258,1-55522878-55523126-PGD139_PCSK9_106,7551.310160427807,10043.353887113572,5059.266433742042,3840
128,1-25891198-25891358-PGD139_LDLRAP1_130,7601.529411764706,13110.404933867794,2092.6538896616185,3542
206,1-55513677-55513937-PGD139_PCSK9_54,7605.780748663102,10164.76104797629,5046.800449349914,3716
86,1-25884453-25884701-PGD139_LDLRAP1_88,7638.973262032086,10621.22793649594,4656.718587568232,4222
502,2-21233730-21233963-PGD139_APOB_55,7641.957219251337,10691.101776381136,4592.812662121538,4086
496,2-21232674-21232918-PGD139_APOB_49,7642.844919786096,10190.622675925975,5095.0671636462175,4394
713,8-19809439-19809664-PGD139_LPL_8,7645.171122994652,9435.422469101657,5854.919776887648,5546
185,1-55510191-55510374-PGD139_PCSK9_33,7648.128342245989,10792.692414192377,4503.564270299602,4351
268,1-55524634-55524866-PGD139_PCSK9_116,7675.957219251337,10136.084262293767,5215.830176208907,4867
717,8-19811499-19811729-PGD139_LPL_12,7676.010695187166,9673.251393786646,5678.769996587685,5321
462,2-21226745-21226944-PGD139_APOB_15,7689.336898395722,11457.289594761698,3921.3842020297448,4198
617,2-21255107-21255303-PGD139_APOB_170,7692.048128342246,10672.204632015126,4711.891624669366,4678
506,2-21234395-21234620-PGD139_APOB_59,7711.0213903743315,10379.8049718233,5042.237808925363,4541
585,2-21248506-21248727-PGD139_APOB_138,7722.780748663102,10454.898797446513,4990.662699879691,4534
470,2-21228108-21228357-PGD139_APOB_23,7730.438502673796,10334.970830382805,5125.906174964788,4859
219,1-55516092-55516367-PGD139_PCSK9_67,7733.417112299465,10150.603139392759,5316.23108520617,2541
306,10-90974696-90974917-PGD139_LIPA_3,7743.770053475936,9783.697793669382,5703.84231328249,5435
475,2-21228979-21229229-PGD139_APOB_28,7765.048128342246,9990.167917635925,5539.928339048568,3442
30,1-25875389-25875638-PGD139_LDLRAP1_32,7792.625668449198,9943.161924637014,5642.089412261382,4496
84,1-25884087-25884361-PGD139_LDLRAP1_86,7795.828877005348,11355.527234783289,4236.130519227407,3951
655,2-21261926-21262177-PGD139_APOB_208,7797.454545454545,9638.514188695544,5956.394902213546,5335
196,1-55512146-55512310-PGD139_PCSK9_44,7799.0695187165775,13183.204057642293,2414.9349797908617,3500
17,1-25872980-25873215-PGD139_LDLRAP1_19,7800.401069518716,10209.72830761039,5391.073831427042,5458
131,1-25891667-25891917-PGD139_LDLRAP1_133,7828.9304812834225,10480.660288373876,5177.200674192969,1973
204,1-55513299-55513543-PGD139_PCSK9_52,7829.79679144385,11140.368227281862,4519.225355605839,4247
94,1-25885864-25886099-PGD139_LDLRAP1_96,7857.106951871658,11914.457297228457,3799.7566065148585,3573
115,1-25889196-25889421-PGD139_LDLRAP1_117,7858.8877005347595,10796.638623761322,4921.1367773081965,4393
335,16-56996789-56997039-PGD139_CETP_4,7863.812834224599,9991.542041514062,5736.083626935137,5145
580,2-21247653-21247817-PGD139_APOB_133,7885.422459893048,11095.281612082767,4675.56330770333,4613
587,2-21248813-21249062-PGD139_APOB_140,7889.427807486631,10030.232749937373,5748.622865035888,4034
254,1-55522267-55522517-PGD139_PCSK9_102,7896.9786096256685,9818.624420334781,5975.332798916556,5339
605,2-21252992-21253238-PGD139_APOB_158,7932.989304812834,10201.20169354547,5664.776916080199,3865
507,2-21234545-21234772-PGD139_APOB_60,7936.620320855615,10377.032466740042,5496.208174971189,5589
623,2-21256113-21256357-PGD139_APOB_176,7948.60962566845,10000.864501488293,5896.354749848607,5544
153,1-55505117-55505348-PGD139_PCSK9_1,7969.695187165776,10335.9328960986,5603.457478232951,3691
194,1-55511873-55512129-PGD139_PCSK9_42,7974.4331550802135,10236.851605648499,5712.014704511929,4081
4,1-25870832-25870983-PGD139_LDLRAP1_6,7981.871657754011,11561.700736751234,4402.042578756787,2324
719,8-19811781-19812009-PGD139_LPL_14,7985.893048128342,10235.99923372766,5735.786862529024,4669
490,2-21231663-21231884-PGD139_APOB_43,8061.475935828877,11299.776135909662,4823.175735748091,4709
563,2-21244888-21245151-PGD139_APOB_116,8062.27807486631,10837.191203566064,5287.364946166556,2981
726,8-19818438-19818631-PGD139_LPL_21,8065.0,10635.907784948671,5494.09221505133,3751
269,1-55524716-55524953-PGD139_PCSK9_117,8069.262032085561,10220.443493717614,5918.080570453509,5894
577,2-21247147-21247334-PGD139_APOB_130,8074.513368983958,10701.590778261234,5447.435959706682,5457
52,1-25878996-25879177-PGD139_LDLRAP1_54,8096.149732620321,13305.779599578109,2886.5198656625316,3150
87,1-25884652-25884892-PGD139_LDLRAP1_89,8098.8877005347595,10923.107637147235,5274.6677639222835,4803
137,1-25892773-25892999-PGD139_LDLRAP1_139,8106.604278074867,10113.278971999676,6099.929584150057,4464
715,8-19810753-19811003-PGD139_LPL_10,8120.272727272727,10925.277728287605,5315.267726257849,3965
45,1-25877814-25878040-PGD139_LDLRAP1_47,8139.754010695187,10514.586897558325,5764.921123832049,5309
260,1-55523288-55523543-PGD139_PCSK9_108,8147.336898395722,11089.930289630342,5204.743507161102,4064
693,4-68442908-68443149-PGD139_STAP1_8,8185.754010695187,10961.052381497564,5410.455639892811,3313
527,2-21237939-21238188-PGD139_APOB_80,8189.064171122995,10553.371927366967,5824.7564148790225,5665
703,4-68458991-68459239-PGD139_STAP1_18,8191.588235294118,11240.695897087455,5142.480573500781,2829
120,1-25889923-25890136-PGD139_LDLRAP1_122,8211.550802139038,10665.550750730232,5757.550853547844,5002
471,2-21228287-21228496-PGD139_APOB_24,8223.176470588236,10998.5770875155,5447.775853660974,5126
325,10-91005466-91005684-PGD139_LIPA_22,8273.208556149733,10618.505597502643,5927.911514796824,4828
282,1-55526766-55527017-PGD139_PCSK9_130,8276.79679144385,10546.06656304499,6007.5270198427115,3864
119,1-25889773-25889983-PGD139_LDLRAP1_121,8311.90909090909,10829.92934693865,5793.88883487953,5873
729,8-19819625-19819874-PGD139_LPL_24,8324.737967914438,10915.718494562905,5733.757441265971,4093
504,2-21234056-21234273-PGD139_APOB_57,8344.032085561497,11909.218032264644,4778.846138858351,4371
47,1-25878172-25878412-PGD139_LDLRAP1_49,8349.486631016043,10253.298024474409,6445.675237557678,5166
337,16-57003163-57003397-PGD139_CETP_6,8358.272727272728,10525.113324547488,6191.4321299979665,5587
208,1-55514018-55514274-PGD139_PCSK9_56,8375.326203208557,10828.735475211188,5921.916931205926,4616
583,2-21248136-21248381-PGD139_APOB_136,8383.92513368984,10750.308795181269,6017.541472198411,5221
227,1-55517564-55517814-PGD139_PCSK9_75,8390.919786096256,10677.147179544829,6104.692392647683,2269
199,1-55512559-55512715-PGD139_PCSK9_47,8396.058823529413,12560.253664582939,4231.863982475887,5323
449,2-21224474-21224724-PGD139_APOB_2,8413.887700534759,11889.570168187805,4938.205232881712,1621
485,2-21230825-21231018-PGD139_APOB_38,8417.449197860962,11600.93720941819,5233.9611863037335,5341
625,2-21256443-21256666-PGD139_APOB_178,8425.679144385027,11328.618769612047,5522.739519158008,5235
265,1-55524085-55524330-PGD139_PCSK9_113,8428.775401069519,11019.826462625053,5837.724339513985,3143
539,2-21240623-21240835-PGD139_APOB_92,8432.63101604278,11249.452138766346,5615.809893319214,5370
593,2-21249994-21250177-PGD139_APOB_146,8441.652406417112,11158.559045622718,5724.745767211504,5867
466,2-21227415-21227635-PGD139_APOB_19,8455.775401069519,12359.15184014037,4552.398961998668,4014
293,1-55528750-55528982-PGD139_PCSK9_141,8462.582887700535,10896.552986143139,6028.612789257931,4337
677,2-21265358-21265585-PGD139_APOB_230,8472.973262032085,11162.173858229275,5783.772665834896,5378
647,2-21260201-21260447-PGD139_APOB_200,8494.818181818182,10627.046043000919,6362.590320635445,5384
450,2-21224668-21224906-PGD139_APOB_3,8501.5935828877,11171.409254960428,5831.777910814973,3066
492,2-21231988-21232194-PGD139_APOB_45,8520.652406417112,13001.277704576241,4040.027108257981,4340
627,2-21256790-21257033-PGD139_APOB_180,8537.866310160427,10936.903794831087,6138.828825489767,5234
493,2-21232142-21232370-PGD139_APOB_46,8550.304812834225,11250.120798700902,5850.488826967548,5623
631,2-21257503-21257752-PGD139_APOB_184,8589.320855614973,11078.128804281883,6100.512906948063,5267
21,1-25873498-25873697-PGD139_LDLRAP1_23,8589.5935828877,11004.530644835224,6174.656520940179,6081
278,1-55526165-55526344-PGD139_PCSK9_126,8594.486631016043,13916.721238745333,3272.2520232867537,4232
286,1-55527436-55527685-PGD139_PCSK9_134,8599.021390374332,11198.162662602272,5999.880118146391,4811
498,2-21233039-21233269-PGD139_APOB_51,8603.695187165775,11296.776508385494,5910.613865946056,5087
481,2-21230122-21230362-PGD139_APOB_34,8646.540106951872,11070.94244079146,6222.137773112285,4297
557,2-21243660-21243908-PGD139_APOB_110,8647.967914438503,10978.967034791347,6316.968794085658,4707
262,1-55523566-55523793-PGD139_PCSK9_110,8659.668449197861,11502.913904522215,5816.422993873508,4805
543,2-21241356-21241613-PGD139_APOB_96,8686.224598930481,10984.347762885438,6388.101434975524,4077
448,2-21224274-21224541-PGD139_APOB_1,8687.609625668449,11635.694509780245,5739.524741556652,2326
637,2-21258600-21258822-PGD139_APOB_190,8691.112299465241,11342.602919554985,6039.6216793754975,5279
342,16-57004800-57004996-PGD139_CETP_11,8703.16577540107,11795.53900142877,5610.792549373371,4104
579,2-21247494-21247707-PGD139_APOB_132,8725.197860962568,11232.209300643543,6218.186421281593,5977
249,1-55521443-55521695-PGD139_PCSK9_97,8726.663101604277,11451.741463998911,6001.584739209644,2966
476,2-21229176-21229419-PGD139_APOB_29,8729.818181818182,11547.289158734777,5912.347204901587,5041
289,1-55527982-55528230-PGD139_PCSK9_137,8744.283422459894,11004.70610621119,6483.860738708598,5656
154,1-55505297-55505485-PGD139_PCSK9_2,8752.454545454546,12846.751098695975,4658.157992213117,3937
709,8-19805604-19805843-PGD139_LPL_4,8756.374331550802,11835.417423360548,5677.3312397410555,3321
521,2-21237001-21237207-PGD139_APOB_74,8764.042780748663,11544.099744881352,5983.985816615974,6202
24,1-25874154-25874404-PGD139_LDLRAP1_26,8770.44385026738,11128.676103097616,6412.2115974371445,5849
233,1-55518295-55518558-PGD139_PCSK9_81,8777.438502673796,11506.135218023614,6048.74178732398,3061
718,8-19811672-19811839-PGD139_LPL_13,8779.64705882353,12218.501490189665,5340.792627457395,5443
711,8-19809141-19809351-PGD139_LPL_6,8783.989304812834,11091.213545857627,6476.765063768041,6159
518,2-21236483-21236705-PGD139_APOB_71,8788.87165775401,12865.743136233363,4712.00017927466,4843
68,1-25881623-25881864-PGD139_LDLRAP1_70,8798.951871657753,11778.87082331177,5819.032920003736,4874
348,16-57005949-57006102-PGD139_CETP_17,8834.695187165775,12618.636648287653,5050.753726043897,5658
112,1-25888777-25888939-PGD139_LDLRAP1_114,8840.24064171123,13631.529116745049,4048.9521666774126,3530
512,2-21235408-21235657-PGD139_APOB_65,8860.213903743315,11171.722890204628,6548.7049172820025,4636
308,10-90975557-90975806-PGD139_LIPA_5,8874.85026737968,12463.355757381598,5286.344777377761,2582
158,1-55506027-55506280-PGD139_PCSK9_6,8885.92513368984,11173.889336319193,6597.9609310604865,4333
79,1-25883418-25883668-PGD139_LDLRAP1_81,8886.010695187166,11180.192461751143,6591.8289286231875,5319
275,1-55525751-55525916-PGD139_PCSK9_123,8896.967914438503,13253.000453312712,4540.935375564293,5459
244,1-55520155-55520401-PGD139_PCSK9_92,8919.98395721925,11185.134985685272,6654.832928753228,6360
310,10-90982032-90982243-PGD139_LIPA_7,8923.823529411764,11566.85173391821,6280.795324905317,5861
162,1-55506593-55506816-PGD139_PCSK9_10,8930.828877005348,13592.775847923967,4268.881906086727,4493
210,1-55514456-55514731-PGD139_PCSK9_58,8965.417112299465,11743.064788329619,6187.769436269311,2770
651,2-21260881-21261118-PGD139_APOB_204,9005.679144385027,11236.685401508948,6774.672887261106,5748
364,16-57017088-57017318-PGD139_CETP_33,9071.438502673796,11128.557931634117,7014.3190737134755,6729
165,1-55507106-55507304-PGD139_PCSK9_13,9086.385026737968,12112.485545568452,6060.284507907483,6257
41,1-25877201-25877388-PGD139_LDLRAP1_43,9089.513368983957,13110.581714469543,5068.4450234983715,5308
182,1-55509725-55509929-PGD139_PCSK9_30,9095.727272727272,13739.757342857913,4451.697202596631,4688
478,2-21229560-21229780-PGD139_APOB_31,9103.486631016043,13283.919218387931,4923.054043644156,4215
246,1-55520841-55521091-PGD139_PCSK9_94,9113.877005347593,11652.157204472871,6575.596806222315,4651
541,2-21240970-21241228-PGD139_APOB_94,9141.791443850267,11889.603323538759,6393.979564161774,5293
316,10-90984628-90984877-PGD139_LIPA_13,9147.90909090909,12099.008144258265,6196.810037559915,3758
597,2-21251141-21251414-PGD139_APOB_150,9160.4064171123,12323.241436087166,5997.571398137432,2729
212,1-55514882-55515106-PGD139_PCSK9_60,9187.72192513369,12050.608413255995,6324.835437011385,4971
561,2-21244456-21244706-PGD139_APOB_114,9213.336898395723,11630.412096087955,6796.26170070349,5768
432,19-11241918-11242131-PGD139_LDLR_65,9224.786096256685,11855.954018150132,6593.618174363237,5210
23,1-25874020-25874247-PGD139_LDLRAP1_25,9237.577540106951,12100.42317168219,6374.731908531712,4204
95,1-25886054-25886261-PGD139_LDLRAP1_97,9241.29411764706,12122.053899533796,6360.534335760323,5858
629,2-21257167-21257412-PGD139_APOB_182,9266.122994652407,11941.011130876886,6591.234858427927,5917
474,2-21228801-21229028-PGD139_APOB_27,9347.326203208557,13529.11753389064,5165.534872526473,4505
238,1-55519112-55519315-PGD139_PCSK9_86,9350.893048128342,14030.727448886057,4671.058647370627,4055
555,2-21243337-21243558-PGD139_APOB_108,9364.085561497326,11784.93053364272,6943.240589351932,6847
559,2-21244041-21244290-PGD139_APOB_112,9364.598930481283,12250.277117740823,6478.920743221743,3748
191,1-55511126-55511377-PGD139_PCSK9_39,9397.652406417112,11713.948413307391,7081.356399526832,4642
487,2-21231148-21231359-PGD139_APOB_40,9419.860962566845,12296.88453797276,6542.837387160929,6243
261,1-55523493-55523698-PGD139_PCSK9_109,9480.561497326204,13961.711522633,4999.411472019407,4728
363,16-57016098-57016277-PGD139_CETP_32,9505.748663101604,13447.000991740759,5564.496334462448,5676
328,10-91007432-91007581-PGD139_LIPA_25,9531.35294117647,13254.616548033768,5808.089334319173,6299
295,1-55529004-55529149-PGD139_PCSK9_143,9579.010695187166,13593.781326910284,5564.240063464048,6433
136,1-25892580-25892828-PGD139_LDLRAP1_138,9657.732620320856,12176.463725294478,7139.001515347235,5925
6,1-25871092-25871342-PGD139_LDLRAP1_8,9730.475935828877,13058.662288919253,6402.289582738502,3167
454,2-21225360-21225564-PGD139_APOB_7,9738.679144385027,13738.66787756449,5738.690411205564,5539
336,16-56996914-56997177-PGD139_CETP_5,9757.454545454546,13736.346184402108,5778.562906506985,2200
332,16-56995708-56995850-PGD139_CETP_1,9758.36898395722,14798.628785974399,4718.109181940041,5167
245,1-55520691-55520934-PGD139_PCSK9_93,9759.786096256685,12041.955453970328,7477.616738543042,5294
203,1-55513140-55513354-PGD139_PCSK9_51,9761.315508021391,13495.895959432914,6026.7350566098685,5298
705,4-68471978-68472208-PGD139_STAP1_20,9789.144385026739,12969.42451437223,6608.864255681248,4486
171,1-55508212-55508443-PGD139_PCSK9_19,9797.973262032085,12331.88277007976,7264.063753984409,7339
362,16-57015946-57016207-PGD139_CETP_31,9826.422459893049,12558.546426387606,7094.298493398493,4341
142,1-25893674-25893867-PGD139_LDLRAP1_144,9836.951871657753,13505.4004686759,6168.503274639606,6277
102,1-25887237-25887482-PGD139_LDLRAP1_104,9847.336898395723,12630.352860375151,7064.320936416294,6191
247,1-55521031-55521278-PGD139_PCSK9_95,9886.363636363636,12801.167369304163,6971.55990342311,5073
80,1-25883539-25883695-PGD139_LDLRAP1_82,9896.36898395722,16750.910160636955,3041.8278072774856,3939
723,8-19816597-19816846-PGD139_LPL_18,9910.155080213905,12615.618674151552,7204.691486276256,5735
483,2-21230498-21230695-PGD139_APOB_36,9920.582887700535,13982.884490373635,5858.281285027434,6231
408,19-11226836-11227018-PGD139_LDLR_41,9986.673796791443,13928.169160369811,6045.178433213076,3992
635,2-21258260-21258468-PGD139_APOB_188,10030.668449197861,13181.799468009553,6879.53743038617,6307
687,4-68424578-68424798-PGD139_STAP1_2,10035.069518716578,13051.164494889552,7018.974542543606,5057
351,16-57007241-57007430-PGD139_CETP_20,10079.561497326204,13671.037499179447,6488.08549547296,6644
283,1-55526951-55527200-PGD139_PCSK9_131,10110.609625668449,13151.645783631058,7069.573467705838,6054
338,16-57003346-57003587-PGD139_CETP_7,10132.513368983957,12655.815347666914,7609.211390301,5841
28,1-25875134-25875286-PGD139_LDLRAP1_30,10157.72192513369,15832.305734494925,4483.138115772455,5236
534,2-21239385-21239580-PGD139_APOB_87,10201.588235294117,13763.141989782467,6640.034480805767,6842
34,1-25875971-25876135-PGD139_LDLRAP1_36,10211.989304812834,16450.7058153192,3973.2727943064683,3925
374,19-11210776-11210965-PGD139_LDLR_7,10289.24064171123,13759.390259418147,6819.091024004314,6916
300,1-55529729-55529950-PGD139_PCSK9_148,10313.358288770054,14080.433800870056,6546.282776670052,5082
74,1-25882513-25882667-PGD139_LDLRAP1_76,10350.513368983957,17641.95099102088,3059.0757469470354,4358
62,1-25880711-25880953-PGD139_LDLRAP1_64,10377.320855614973,14112.11485966117,6642.526851568777,4882
179,1-55509318-55509463-PGD139_PCSK9_27,10415.79679144385,16591.721564437692,4239.872018450009,5663
111,1-25888634-25888834-PGD139_LDLRAP1_113,10428.267379679144,14687.806500164666,6168.728259193622,5554
721,8-19813317-19813566-PGD139_LPL_16,10482.582887700535,13203.699678771865,7761.466096629205,7220
92,1-25885529-25885697-PGD139_LDLRAP1_94,10483.534759358288,17002.79911940816,3964.270399308418,4112
209,1-55514233-55514505-PGD139_PCSK9_57,10495.048128342247,13741.971206358696,7248.125050325799,2883
116,1-25889364-25889573-PGD139_LDLRAP1_118,10502.620320855614,13683.222407776992,7322.018233934237,6521
452,2-21225043-21225255-PGD139_APOB_5,10561.326203208557,14785.784519573055,6336.867886844059,6076
358,16-57014916-57015142-PGD139_CETP_27,10574.919786096256,13010.433579218796,8139.405992973717,6903
281,1-55526612-55526816-PGD139_PCSK9_129,10683.224598930481,14405.0355830399,6961.413614821062,5974
322,10-90987946-90988188-PGD139_LIPA_19,11004.331550802139,13848.483806317992,8160.179295286285,7693
501,2-21233595-21233788-PGD139_APOB_54,11074.112299465241,15203.61150272394,6944.613096206544,7404
392,19-11218084-11218280-PGD139_LDLR_25,11154.36898395722,15225.488424048135,7083.2495438663045,7636
221,1-55516404-55516621-PGD139_PCSK9_69,11186.802139037432,14394.955400329447,7978.648877745418,7902
689,4-68436821-68437020-PGD139_STAP1_4,11234.29411764706,14810.279476471605,7658.3087588225135,5969
255,1-55522465-55522667-PGD139_PCSK9_103,11277.07486631016,14661.899052757446,7892.250679862875,7893
256,1-55522583-55522740-PGD139_PCSK9_104,11385.72192513369,18203.779005834996,4567.664844432383,5074
167,1-55507447-55507617-PGD139_PCSK9_15,11430.582887700535,15684.559384051983,7176.606391349086,7937
259,1-55523077-55523330-PGD139_PCSK9_107,11430.652406417112,14756.714227031185,8104.590585803038,6356
48,1-25878354-25878570-PGD139_LDLRAP1_50,11457.860962566845,16316.69065568995,6599.03126944374,5754
360,16-57015392-57015630-PGD139_CETP_29,11498.877005347593,14852.282073642677,8145.471937052508,4774
613,2-21254364-21254528-PGD139_APOB_166,11597.27807486631,16572.323979533994,6622.232170198627,7373
207,1-55513830-55514080-PGD139_PCSK9_55,11711.122994652407,15833.443721588035,7588.80226771678,6024
13,1-25872360-25872539-PGD139_LDLRAP1_15,11776.919786096256,15950.908388841235,7602.9311833512775,7174
531,2-21238627-21238877-PGD139_APOB_84,11791.51871657754,15023.177003515913,8559.860429639168,6050
27,1-25874645-25874806-PGD139_LDLRAP1_29,11843.229946524065,17359.531479667952,6326.928413380179,7532
669,2-21264095-21264316-PGD139_APOB_222,11883.770053475935,15251.964429882046,8515.575677069824,7253
229,1-55517883-55517997-PGD139_PCSK9_77,12288.727272727272,17577.1447181663,7000.309827288244,7627
380,19-11215600-11215733-PGD139_LDLR_13,12347.299465240641,18365.47925155718,6329.119678924105,7120
303,1-55530353-55530551-PGD139_PCSK9_151,12365.87165775401,16091.64221648941,8640.101099018611,8425
701,4-68456605-68456811-PGD139_STAP1_16,12521.342245989305,16420.822139889293,8621.862352089318,7745
354,16-57009041-57009240-PGD139_CETP_23,12592.898395721924,16552.740211476197,8633.056579967651,8099
699,4-68449400-68449540-PGD139_STAP1_14,12604.470588235294,16250.109846863068,8958.83132960752,7485
547,2-21242086-21242296-PGD139_APOB_100,12750.786096256685,15737.834639349428,9763.73755316394,9474
320,10-90986666-90986897-PGD139_LIPA_17,12755.042780748663,16374.813758051474,9135.271803445852,8452
352,16-57007363-57007556-PGD139_CETP_21,12872.374331550802,17209.568627546927,8535.180035554677,8443
152,1-25895248-25895405-PGD139_LDLRAP1_154,12957.51871657754,19253.495746984212,6661.541686170868,7665
288,1-55527865-55528042-PGD139_PCSK9_136,13141.641711229946,19087.783044277217,7195.500378182675,6186
324,10-91005304-91005528-PGD139_LIPA_21,13308.12834224599,17525.555211336243,9090.701473155736,5407
241,1-55519609-55519780-PGD139_PCSK9_89,13434.839572192514,18751.34044907738,8118.338695307648,8901
211,1-55514676-55514924-PGD139_PCSK9_59,13486.251336898396,17403.434698434598,9569.067975362197,6216
378,19-11213477-11213645-PGD139_LDLR_11,13910.807486631016,18585.299335431886,9236.315637830146,9790
129,1-25891244-25891360-PGD139_LDLRAP1_131,14161.513368983957,23075.545323875616,5247.481414092297,7383
243,1-55520051-55520249-PGD139_PCSK9_91,14361.620320855614,19126.529847448848,9596.71079426238,10273
356,16-57011989-57012174-PGD139_CETP_25,15203.534759358288,20616.46852657357,9790.600992143005,10188
22,1-25873556-25873699-PGD139_LDLRAP1_24,15694.786096256685,20880.590374239528,10508.981818273842,11111
188,1-55510597-55510792-PGD139_PCSK9_36,15859.540106951872,22334.28091456643,9384.799299337315,10315
58,1-25879919-25880067-PGD139_LDLRAP1_60,17068.20320855615,22397.713961542315,11738.692455569988,12661
168,1-55507512-55507626-PGD139_PCSK9_16,17294.25668449198,24869.97934873814,9718.534020245816,11324
63,1-25880801-25880967-PGD139_LDLRAP1_65,17699.770053475935,24795.64299773901,10603.89710921286,10135
532,2-21238704-21238883-PGD139_APOB_85,18016.898395721924,22386.56458968415,13647.2322017597,12672
